date,asset,signal,fwdRet,regimeVol
2025-12-08,DOGEUSDT,-0.9267525880,-0.0310074096,0.7130878285
2025-12-08,ETHUSDT,0.8029051655,0.0008332653,0.6660312774
2025-12-08,SOLUSDT,-0.3128176353,-0.0186760686,0.7582851207
2025-12-08,XRPUSDT,0.6293999978,-0.0309500596,0.7014028359
2025-12-09,ADAUSDT,-1.7132403474,-0.1021376436,0.7898152120
2025-12-09,BNBUSDT,0.7611466920,-0.0433018389,0.5092236314
2025-12-09,BTCUSDT,0.4012876503,-0.0464857130,0.4735666420
2025-12-09,DOGEUSDT,-0.8621780523,-0.0902806682,0.7240717334
2025-12-09,ETHUSDT,0.9555848968,-0.0511909937,0.6710803853
2025-12-09,SOLUSDT,-0.3020220803,-0.0413636205,0.7576106127
2025-12-09,XRPUSDT,0.7594212410,-0.0844589680,0.7032820800
2025-12-10,ADAUSDT,-1.3115076062,-0.1801528002,0.8503405548
2025-12-10,BNBUSDT,0.7315536065,-0.0251022994,0.5079727999
2025-12-10,BTCUSDT,0.3860879240,-0.0535832493,0.4735782953
2025-12-10,DOGEUSDT,-0.9841519276,-0.1104202710,0.7356762387
2025-12-10,ETHUSDT,1.3483257343,-0.1087348716,0.6810917881
2025-12-10,SOLUSDT,-0.7155004252,-0.0637921895,0.7527950664
2025-12-10,XRPUSDT,0.5451926941,-0.0849375499,0.6951764607
2025-12-11,ADAUSDT,-1.2054000669,-0.1915802014,0.8487421553
2025-12-11,BNBUSDT,0.9876283369,-0.0564643317,0.5079823309
2025-12-11,BTCUSDT,0.4620066047,-0.0629413511,0.4698081641
2025-12-11,DOGEUSDT,-0.8302153231,-0.1200281532,0.7362191313
2025-12-11,ETHUSDT,1.4991305024,-0.1476920126,0.6812138785
2025-12-11,SOLUSDT,-0.4087232360,-0.0967471859,0.7480515281
2025-12-11,XRPUSDT,-0.5044268180,-0.0886728265,0.6514708232
2025-12-12,ADAUSDT,-1.6334470244,-0.1736687608,0.8490821653
2025-12-12,BNBUSDT,0.8780349307,-0.0634720308,0.4954333870
2025-12-12,BTCUSDT,0.4413053121,-0.0764725423,0.4640263914
2025-12-12,DOGEUSDT,-0.8401298167,-0.1309213514,0.7182213386
2025-12-12,ETHUSDT,1.2381123272,-0.1271426125,0.6709168491
2025-12-12,SOLUSDT,0.2069569809,-0.1241184480,0.7013853031
2025-12-12,XRPUSDT,-0.2908327097,-0.1110773163,0.6280436950
2025-12-13,ADAUSDT,-1.7032191981,-0.0800819489,0.8546749556
2025-12-13,BNBUSDT,1.1694057602,-0.0294005067,0.4954483006
2025-12-13,BTCUSDT,0.5618067526,-0.0240287356,0.4684477679
2025-12-13,DOGEUSDT,-0.8109779529,-0.0345885206,0.7209210708
2025-12-13,ETHUSDT,0.8334897573,-0.0353345338,0.6899646161
2025-12-13,SOLUSDT,0.1511587562,-0.0461698845,0.7074774306
2025-12-13,XRPUSDT,-0.2016638753,-0.0503534319,0.6283833320
2025-12-14,ADAUSDT,-1.7293265585,-0.0919359725,0.8533317862
2025-12-14,BNBUSDT,1.0976865418,-0.0480277044,0.4893763892
2025-12-14,BTCUSDT,0.1836458727,-0.0211055324,0.4643322980
2025-12-14,DOGEUSDT,-0.6556966835,-0.0514868183,0.7164350362
2025-12-14,ETHUSDT,1.0441619277,-0.0442777293,0.6631985391
2025-12-14,SOLUSDT,0.3824711172,-0.0554795989,0.6817224413
2025-12-14,XRPUSDT,-0.3229422174,-0.0447002023,0.6244831684
2025-12-15,ADAUSDT,-1.6671923215,-0.0763528199,0.8375511111
2025-12-15,BNBUSDT,0.8223218485,-0.0218551601,0.4939793615
2025-12-15,BTCUSDT,0.3970940387,0.0055329365,0.4411220642
2025-12-15,DOGEUSDT,-0.8210039331,-0.0232839086,0.7153021938
2025-12-15,ETHUSDT,1.1931262236,-0.0193648051,0.6557832924
2025-12-15,SOLUSDT,0.4160554729,-0.0268057641,0.6749772440
2025-12-15,XRPUSDT,-0.3404013290,-0.0293420845,0.6191274421
2025-12-16,ADAUSDT,-1.5245721077,-0.0451863465,0.8362979814
2025-12-16,BNBUSDT,0.7572013202,-0.0004970836,0.4940788679
2025-12-16,BTCUSDT,0.5319147522,0.0240299184,0.4442347649
2025-12-16,DOGEUSDT,-1.1342392350,0.0209251236,0.7085526269
2025-12-16,ETHUSDT,0.9742149272,0.0139954373,0.6623811926
2025-12-16,SOLUSDT,0.7005308973,-0.0147951276,0.6759451721
2025-12-16,XRPUSDT,-0.3050505542,0.0017435555,0.6333625801
2025-12-17,ADAUSDT,-1.5733041547,-0.0585454556,0.8292562199
2025-12-17,BNBUSDT,0.7672551893,-0.0347867323,0.4995649127
2025-12-17,BTCUSDT,0.5563271149,-0.0025482845,0.4473858235
2025-12-17,DOGEUSDT,-1.0232361097,-0.0184587709,0.7090780776
2025-12-17,ETHUSDT,0.9549933962,0.0024877902,0.6573403206
2025-12-17,SOLUSDT,0.7143913194,-0.0392299205,0.6760059730
2025-12-17,XRPUSDT,-0.3964267553,-0.0289805175,0.6377541594
2025-12-18,ADAUSDT,-1.6306496535,-0.0280311537,0.8352487841
2025-12-18,BNBUSDT,0.6594955350,0.0038449513,0.5101777746
2025-12-18,BTCUSDT,0.7512439915,0.0161513529,0.4449407284
2025-12-18,DOGEUSDT,-0.9305861228,0.0181002455,0.7089373308
2025-12-18,ETHUSDT,0.7524522407,0.0398588591,0.6699977178
2025-12-18,SOLUSDT,0.8433376838,-0.0057810776,0.6757625307
2025-12-18,XRPUSDT,-0.4452936747,-0.0001599262,0.6431074088
2025-12-19,ADAUSDT,-1.3811627560,-0.0234563413,0.8374306191
2025-12-19,BNBUSDT,0.7190494799,-0.0004407454,0.5009321995
2025-12-19,BTCUSDT,1.1102605720,0.0203867926,0.4437162258
2025-12-19,DOGEUSDT,-1.1743643453,0.0125740117,0.6701326515
2025-12-19,ETHUSDT,0.9130073851,0.0265356254,0.6592098763
2025-12-19,SOLUSDT,0.1437960353,0.0040405913,0.6265228923
2025-12-19,XRPUSDT,-0.3305863709,0.0134497148,0.6391703158
2025-12-20,ADAUSDT,-1.6426223578,-0.0714935593,0.8786361471
2025-12-20,BNBUSDT,0.6496778744,-0.0251906817,0.4997695642
2025-12-20,BTCUSDT,0.7943509316,-0.0089526195,0.4556304925
2025-12-20,DOGEUSDT,-0.9410325644,-0.0768741283,0.7246175760
2025-12-20,ETHUSDT,1.1506854362,-0.0171927819,0.6776308312
2025-12-20,SOLUSDT,0.1341783067,-0.0317133939,0.6541615421
2025-12-20,XRPUSDT,-0.1452376268,-0.0340849129,0.6522107556
2025-12-21,ADAUSDT,-1.4094207666,-0.0088755819,0.8512050272
2025-12-21,BNBUSDT,0.3991759953,-0.0104611173,0.4853106831
2025-12-21,BTCUSDT,0.8911053356,-0.0056061247,0.4143094900
2025-12-21,DOGEUSDT,-1.0813179080,-0.0577748785,0.7169496696
2025-12-21,ETHUSDT,1.3462972096,-0.0099491536,0.6372087485
2025-12-21,SOLUSDT,-0.2569358021,-0.0088210606,0.6500594364
2025-12-21,XRPUSDT,0.1110959363,-0.0308802234,0.6303034589
2025-12-22,ADAUSDT,-1.4990128138,0.0054683158,0.8327328099
2025-12-22,BNBUSDT,0.6064240327,0.0004822527,0.4616670705
2025-12-22,BTCUSDT,0.7271821743,-0.0090816408,0.4089872755
2025-12-22,DOGEUSDT,-0.9004000229,-0.0554846280,0.6866624940
2025-12-22,ETHUSDT,1.4083210062,-0.0184369699,0.6305600054
2025-12-22,SOLUSDT,-0.2140955776,-0.0069335607,0.6366991996
2025-12-22,XRPUSDT,-0.1284187989,-0.0299750595,0.6245216316
2025-12-23,ADAUSDT,-1.3650238894,-0.0476411663,0.8338275934
2025-12-23,BNBUSDT,0.5423987746,-0.0076080140,0.4615916730
2025-12-23,BTCUSDT,0.8011078728,-0.0150869680,0.4085667232
2025-12-23,DOGEUSDT,-0.9007999312,-0.0735731695,0.6880008892
2025-12-23,ETHUSDT,1.4871622930,-0.0236307495,0.6306014414
2025-12-23,SOLUSDT,-0.1872324339,-0.0215208469,0.6361671352
2025-12-23,XRPUSDT,-0.3776126859,-0.0275456774,0.6255768464
2025-12-24,ADAUSDT,-1.0789777058,-0.0329954762,0.8344789061
2025-12-24,BNBUSDT,0.6494456450,0.0196470713,0.4637032756
2025-12-24,BTCUSDT,0.7515197927,0.0099155857,0.4025048994
2025-12-24,DOGEUSDT,-1.0303208044,-0.0471878347,0.6802868769
2025-12-24,ETHUSDT,1.5222783100,0.0009313406,0.6323268283
2025-12-24,SOLUSDT,-0.1432494423,0.0063972942,0.6319377906
2025-12-24,XRPUSDT,-0.6706957953,0.0011635871,0.6012361191
2025-12-25,ADAUSDT,-1.0018563284,-0.0648206785,0.8162894666
2025-12-25,BNBUSDT,0.8963673755,0.0197097699,0.4546177364
2025-12-25,BTCUSDT,1.0773085137,-0.0001595005,0.3978111220
2025-12-25,DOGEUSDT,-0.8271047933,-0.0858757164,0.6563904296
2025-12-25,ETHUSDT,1.1452375234,0.0083729454,0.6049437741
2025-12-25,SOLUSDT,-0.3251668184,0.0168292825,0.5951346396
2025-12-25,XRPUSDT,-0.9647854724,-0.0112159073,0.5124039461
2025-12-26,ADAUSDT,-0.9631128704,0.0397553466,0.8233311770
2025-12-26,BNBUSDT,0.8116838816,0.0407082527,0.4594760962
2025-12-26,BTCUSDT,1.2537890762,0.0180278841,0.3963537103
2025-12-26,DOGEUSDT,-1.0427068012,0.0261677618,0.6646337261
2025-12-26,ETHUSDT,1.0399119056,0.0352120118,0.6070878155
2025-12-26,SOLUSDT,-0.3648234414,0.0578118712,0.5969378433
2025-12-26,XRPUSDT,-0.7347417504,0.0262483329,0.5131324693
2025-12-27,ADAUSDT,-0.9772203845,0.1331425119,0.8158505507
2025-12-27,BNBUSDT,0.7538846692,0.0565630881,0.4424588878
2025-12-27,BTCUSDT,1.1364560374,0.0306504194,0.3745332161
2025-12-27,DOGEUSDT,-1.1552021275,0.1647057506,0.6615090731
2025-12-27,ETHUSDT,1.1685745736,0.0712935032,0.6022298905
2025-12-27,SOLUSDT,-0.2960444307,0.0828602521,0.5902654059
2025-12-27,XRPUSDT,-0.6304483375,0.0903325195,0.5112539339
2025-12-28,ADAUSDT,-0.7216682254,0.0518219748,0.8456207177
2025-12-28,BNBUSDT,0.7187626268,0.0392458900,0.4450986113
2025-12-28,BTCUSDT,1.0114492700,0.0314322871,0.3737597403
2025-12-28,DOGEUSDT,-1.3296400547,0.1487759822,0.6675252050
2025-12-28,ETHUSDT,1.2603605730,0.0621105622,0.6028383873
2025-12-28,SOLUSDT,-0.2031873775,0.0692038183,0.5955656956
2025-12-28,XRPUSDT,-0.7360768123,0.0772811891,0.5169861493
2025-12-29,ADAUSDT,-0.5719228300,0.0914130499,0.8405504540
2025-12-29,BNBUSDT,0.9452642631,0.0435669205,0.4487376766
2025-12-29,BTCUSDT,0.9264743813,0.0456660178,0.3735986216
2025-12-29,DOGEUSDT,-1.4254821682,0.2108576511,0.6667366881
2025-12-29,ETHUSDT,1.0291940670,0.0692720516,0.6024434913
2025-12-29,SOLUSDT,0.0073679144,0.0741613731,0.5913918403
2025-12-29,XRPUSDT,-0.9108956277,0.1239323006,0.5168247079
2025-12-30,ADAUSDT,-0.8253473166,0.1957408683,0.8507897809
2025-12-30,BNBUSDT,1.0361687549,0.0688922559,0.4462942417
2025-12-30,BTCUSDT,0.8047647161,0.0771647074,0.3743927600
2025-12-30,DOGEUSDT,-1.1682610264,0.2371756115,0.6664840355
2025-12-30,ETHUSDT,1.1311194553,0.0998641647,0.6008431781
2025-12-30,SOLUSDT,-0.0021042769,0.1208570839,0.5927262087
2025-12-30,XRPUSDT,-0.9763403065,0.2732612459,0.5139544980
2025-12-31,ADAUSDT,-1.1099767596,0.1930423381,0.8506408900
2025-12-31,BNBUSDT,0.9397663376,0.0646747883,0.4481085909
2025-12-31,BTCUSDT,0.8571139978,0.0598199081,0.3777883510
2025-12-31,DOGEUSDT,-1.1684573945,0.2198371778,0.6666604566
2025-12-31,ETHUSDT,1.0728732956,0.1091424142,0.6023007127
2025-12-31,SOLUSDT,0.1833847614,0.1282033378,0.5937215580
2025-12-31,XRPUSDT,-0.7747042383,0.2281792683,0.5159136612
2026-01-01,ADAUSDT,-1.1895607721,0.2064220746,0.8326401269
2026-01-01,BNBUSDT,0.9731782996,0.0415323772,0.3973152410
2026-01-01,BTCUSDT,0.6194098014,0.0423749361,0.3425042698
2026-01-01,DOGEUSDT,-1.1571472001,0.2453991576,0.6351473051
2026-01-01,ETHUSDT,1.1866575416,0.0664586485,0.5519354760
2026-01-01,SOLUSDT,0.2384346301,0.0937788530,0.5625992901
2026-01-01,XRPUSDT,-0.6709723006,0.1762665454,0.4756540095
2026-01-02,ADAUSDT,-1.4227629047,0.1097003496,0.7567624597
2026-01-02,BNBUSDT,0.9454287240,0.0336802466,0.3371440281
2026-01-02,BTCUSDT,0.7666038552,0.0255006164,0.2813849329
2026-01-02,DOGEUSDT,-0.7424563774,0.1197166557,0.6396781371
2026-01-02,ETHUSDT,1.2084471000,0.0340243874,0.4972029280
2026-01-02,SOLUSDT,-0.0634377619,0.0899766234,0.4636979514
2026-01-02,XRPUSDT,-0.6918226352,0.1305431176,0.4273542924
2026-01-03,ADAUSDT,-1.5619293308,0.0203751258,0.8366338272
2026-01-03,BNBUSDT,0.6151503998,0.0169368675,0.2970307875
2026-01-03,BTCUSDT,0.7872713160,0.0063658736,0.2732930051
2026-01-03,DOGEUSDT,0.0266510979,-0.0084250332,0.7475949991
2026-01-03,ETHUSDT,1.3495087935,-0.0158521493,0.4711184963
2026-01-03,SOLUSDT,-0.5992437231,0.0268320930,0.4611237102
2026-01-03,XRPUSDT,-0.6174085533,0.0449507777,0.4862677622
2026-01-04,ADAUSDT,-2.1043376387,0.0414116062,0.8349779857
2026-01-04,BNBUSDT,0.3676319205,0.0323036649,0.2873004616
2026-01-04,BTCUSDT,0.6014761256,-0.0021421416,0.2707123862
2026-01-04,DOGEUSDT,0.1792809155,-0.0175167916,0.7415196456
2026-01-04,ETHUSDT,1.0180508472,-0.0142684674,0.4672820775
2026-01-04,SOLUSDT,-0.0776280627,0.0190758477,0.4414654496
2026-01-04,XRPUSDT,0.0155258926,0.0406746941,0.4584962157
2026-01-05,ADAUSDT,-1.7252109156,0.0188169934,0.8235246001
2026-01-05,BNBUSDT,-0.2892243827,0.0074577947,0.2888322559
2026-01-05,BTCUSDT,0.1616444482,-0.0111343364,0.2509863086
2026-01-05,DOGEUSDT,1.5204489820,-0.0780874347,0.7344320468
2026-01-05,ETHUSDT,0.6083232431,-0.0104436813,0.4480702324
2026-01-05,SOLUSDT,-0.4494088074,0.0363643959,0.4168493059
2026-01-05,XRPUSDT,0.1734274324,-0.0086026322,0.4659440958
2026-01-06,ADAUSDT,-0.9188038243,-0.0541864780,0.8413155474
2026-01-06,BNBUSDT,-0.8673421240,-0.0061032707,0.2924324481
2026-01-06,BTCUSDT,-0.2378638290,-0.0285398577,0.2609531772
2026-01-06,DOGEUSDT,0.4751835598,-0.0990446840,0.7352575364
2026-01-06,ETHUSDT,-0.0165454072,-0.0420489760,0.4543379408
2026-01-06,SOLUSDT,-0.4205744761,0.0077680713,0.4254475535
2026-01-06,XRPUSDT,1.9859461008,-0.1246180247,0.6153800848
2026-01-07,ADAUSDT,-1.3452515623,0.0281836928,0.8413571325
2026-01-07,BNBUSDT,-0.8480263134,0.0289953872,0.2929878427
2026-01-07,BTCUSDT,-0.5741270840,0.0190019470,0.2580561313
2026-01-07,DOGEUSDT,0.5987166105,-0.0098196723,0.7355581119
2026-01-07,ETHUSDT,0.3753579124,0.0117231131,0.4581492303
2026-01-07,SOLUSDT,0.1775840242,0.0348566000,0.4302400781
2026-01-07,XRPUSDT,1.6157464126,-0.0579825448,0.6224510933
2026-01-08,ADAUSDT,-2.0921653376,0.0470667987,0.8429793778
2026-01-08,BNBUSDT,-0.1422752154,0.0547414503,0.3017221371
2026-01-08,BTCUSDT,0.0204611575,0.0614850637,0.2742982926
2026-01-08,DOGEUSDT,0.5339971524,0.0067546967,0.7360222920
2026-01-08,ETHUSDT,0.2039714145,0.0582189062,0.4749258130
2026-01-08,SOLUSDT,0.4329463839,0.0757151097,0.4467643040
2026-01-08,XRPUSDT,1.0430644448,-0.0105355722,0.6617517973
2026-01-09,ADAUSDT,-2.0361366426,0.0197928310,0.7833032551
2026-01-09,BNBUSDT,0.5735996181,0.0428820652,0.3027316713
2026-01-09,BTCUSDT,0.3655604825,0.0501566376,0.2624256883
2026-01-09,DOGEUSDT,-0.0290277511,-0.0122922415,0.7313836905
2026-01-09,ETHUSDT,-0.4264303455,0.0686284546,0.4272003018
2026-01-09,SOLUSDT,0.7327174287,0.0288769588,0.4336616381
2026-01-09,XRPUSDT,0.8197172098,-0.0178428566,0.6628692382
2026-01-10,ADAUSDT,-1.7453724589,0.0140495808,0.7804285919
2026-01-10,BNBUSDT,0.6378580788,0.0456171408,0.3027386752
2026-01-10,BTCUSDT,0.2334520617,0.0549020263,0.2617705917
2026-01-10,DOGEUSDT,0.1914021110,-0.0177118232,0.7236770819
2026-01-10,ETHUSDT,-0.9505503036,0.0671235297,0.4272726625
2026-01-10,SOLUSDT,0.4861183028,0.0665709380,0.4367172266
2026-01-10,XRPUSDT,1.1470922081,-0.0119702985,0.6548591665
2026-01-11,ADAUSDT,-1.2077764619,-0.0202868820,0.7493881728
2026-01-11,BNBUSDT,1.0399224911,0.0438432899,0.3036518141
2026-01-11,BTCUSDT,-0.4160913755,0.0484690258,0.2607713521
2026-01-11,DOGEUSDT,0.2764862969,-0.0176902149,0.7199875312
2026-01-11,ETHUSDT,-1.1854542997,0.0715931594,0.4189016743
2026-01-11,SOLUSDT,0.1588498781,0.0577221231,0.4367046892
2026-01-11,XRPUSDT,1.3340634711,-0.0180545912,0.6545783589
2026-01-12,ADAUSDT,-1.0262489995,-0.0587317510,0.7384076637
2026-01-12,BNBUSDT,0.2273639866,0.0262653061,0.3034651495
2026-01-12,BTCUSDT,-0.7178011239,0.0273800858,0.2465035119
2026-01-12,DOGEUSDT,-0.5636268654,-0.0708489712,0.7163267964
2026-01-12,ETHUSDT,-0.4888168094,0.0505084919,0.3859477917
2026-01-12,SOLUSDT,1.7959595890,-0.0273961701,0.4307099550
2026-01-12,XRPUSDT,0.7731702227,-0.0552936559,0.6541777599
2026-01-13,ADAUSDT,-1.3515038509,-0.0533674611,0.7437104432
2026-01-13,BNBUSDT,0.1790941611,0.0201819595,0.2977012093
2026-01-13,BTCUSDT,0.2628779578,0.0149712255,0.2468119269
2026-01-13,DOGEUSDT,-0.8589689450,-0.0547966896,0.7150798349
2026-01-13,ETHUSDT,-0.4826612625,0.0307586357,0.3859703082
2026-01-13,SOLUSDT,1.6583113050,-0.0406915459,0.4305167184
2026-01-13,XRPUSDT,0.5928506344,-0.0338550898,0.6545753941
2026-01-14,ADAUSDT,-0.4852380477,-0.1529393518,0.7794723983
2026-01-14,BNBUSDT,-1.1103487678,-0.0650836833,0.3202060617
2026-01-14,BTCUSDT,-0.6905550792,-0.0734814249,0.2782674720
2026-01-14,DOGEUSDT,0.8181038387,-0.1667575635,0.7616095829
2026-01-14,ETHUSDT,-0.4044155912,-0.1166853796,0.4606773429
2026-01-14,SOLUSDT,1.7932321159,-0.1346997210,0.4449834550
2026-01-14,XRPUSDT,0.0792215312,-0.1252180580,0.6727127796
2026-01-15,ADAUSDT,-1.7567267691,-0.1011982760,0.7797322405
2026-01-15,BNBUSDT,-0.8512439885,-0.0684916688,0.3078205363
2026-01-15,BTCUSDT,-0.0219282753,-0.0768312816,0.2688933042
2026-01-15,DOGEUSDT,0.6497918476,-0.1375485560,0.7512947571
2026-01-15,ETHUSDT,0.4338370629,-0.1096841554,0.4422146627
2026-01-15,SOLUSDT,1.2106817408,-0.1145620845,0.4403520083
2026-01-15,XRPUSDT,0.3355883815,-0.0872267090,0.6551258236
2026-01-16,ADAUSDT,-1.3458342670,-0.0712668084,0.7945217410
2026-01-16,BNBUSDT,-0.7148418458,-0.0461989303,0.3114239754
2026-01-16,BTCUSDT,0.3073558092,-0.0639130117,0.2723751095
2026-01-16,DOGEUSDT,-0.6633243325,-0.1083877740,0.7726501307
2026-01-16,ETHUSDT,1.5725364050,-0.1108199334,0.4443831126
2026-01-16,SOLUSDT,0.8183711602,-0.0974446482,0.4545993567
2026-01-16,XRPUSDT,0.0257370710,-0.0719996715,0.6616262966
2026-01-17,ADAUSDT,-0.3094219763,-0.0831810047,0.7732969242
2026-01-17,BNBUSDT,-0.4864348489,-0.0501205551,0.2773659203
2026-01-17,BTCUSDT,-0.6155636008,-0.0627945716,0.2626907326
2026-01-17,DOGEUSDT,-0.9987109115,-0.0939069263,0.7580096754
2026-01-17,ETHUSDT,1.1818457380,-0.1024722608,0.4132214245
2026-01-17,SOLUSDT,1.6485979804,-0.1204721789,0.4192102708
2026-01-17,XRPUSDT,-0.4203123808,-0.0701961358,0.6483529770
2026-01-18,ADAUSDT,-0.5453362582,-0.0117538623,0.7663483726
2026-01-18,BNBUSDT,-0.1751462214,-0.0644443898,0.2693033633
2026-01-18,BTCUSDT,-1.1816986172,-0.0596281663,0.2620628139
2026-01-18,DOGEUSDT,-0.5377863776,-0.0880703448,0.7468987376
2026-01-18,ETHUSDT,0.7849299547,-0.1077164371,0.4124449781
2026-01-18,SOLUSDT,1.8276729298,-0.1133966273,0.4027620575
2026-01-18,XRPUSDT,-0.1726354101,-0.0541611173,0.6384360849
2026-01-19,ADAUSDT,-0.5608990601,-0.0757978267,0.7379914025
2026-01-19,BNBUSDT,0.7745105545,-0.0675200484,0.2657133826
2026-01-19,BTCUSDT,0.2470310504,-0.0719796924,0.2513084807
2026-01-19,DOGEUSDT,-1.7582528692,-0.0667505078,0.7390142843
2026-01-19,ETHUSDT,1.1840003939,-0.1418139252,0.3788030430
2026-01-19,SOLUSDT,0.5690244555,-0.1242870797,0.4249226210
2026-01-19,XRPUSDT,-0.4554145250,-0.0609163393,0.6395436466
2026-01-20,ADAUSDT,-0.7809613508,-0.0349988506,0.7409038245
2026-01-20,BNBUSDT,1.1414225459,-0.0486073325,0.2662367560
2026-01-20,BTCUSDT,0.2102468146,-0.0466273877,0.2538236217
2026-01-20,DOGEUSDT,-1.7055205987,-0.0506479357,0.7394703108
2026-01-20,ETHUSDT,0.8484437389,-0.0819061391,0.3942027043
2026-01-20,SOLUSDT,0.5752662270,-0.0691590124,0.4291106617
2026-01-20,XRPUSDT,-0.2888973769,-0.0405692524,0.6398575427
2026-01-21,ADAUSDT,0.2127549240,0.0337010875,0.7485566068
2026-01-21,BNBUSDT,1.4896714556,0.0174921935,0.3141624697
2026-01-21,BTCUSDT,0.2698067182,0.0081971162,0.3027146139
2026-01-21,DOGEUSDT,-1.8091469061,0.0226341370,0.7532101943
2026-01-21,ETHUSDT,-0.4515397864,0.0265586594,0.4864225779
2026-01-21,SOLUSDT,0.4128484521,0.0087022091,0.4748274253
2026-01-21,XRPUSDT,-0.1243948573,0.0148103848,0.6619954236
2026-01-22,ADAUSDT,0.4175483820,-0.0192988653,0.7587182585
2026-01-22,BNBUSDT,0.7029721109,0.0217795589,0.3141234711
2026-01-22,BTCUSDT,0.0188431839,-0.0027019111,0.3053656473
2026-01-22,DOGEUSDT,-1.9492977953,-0.0119077573,0.7577160073
2026-01-22,ETHUSDT,-0.6640100781,0.0092622031,0.4892163885
2026-01-22,SOLUSDT,0.7828058659,-0.0336183075,0.4848851593
2026-01-22,XRPUSDT,0.6911383306,-0.0156716589,0.6691715858
2026-01-23,ADAUSDT,0.4581324986,-0.0775924247,0.7557120900
2026-01-23,BNBUSDT,1.0729859577,-0.0225068995,0.3084180202
2026-01-23,BTCUSDT,0.0929111768,-0.0542359512,0.3024606000
2026-01-23,DOGEUSDT,-1.8265331850,-0.0581705788,0.7550641764
2026-01-23,ETHUSDT,-0.8559133902,-0.0436246520,0.4884704067
2026-01-23,SOLUSDT,0.5541968931,-0.0826339610,0.4832307924
2026-01-23,XRPUSDT,0.5042200490,-0.0627362030,0.6677309462
2026-01-24,ADAUSDT,0.9752656922,-0.1225758615,0.7524780541
2026-01-24,BNBUSDT,0.9145899754,-0.0372527854,0.3084599584
2026-01-24,BTCUSDT,-0.1504191609,-0.0606895018,0.3024600534
2026-01-24,DOGEUSDT,-1.7760392831,-0.0750664593,0.7550019201
2026-01-24,ETHUSDT,-0.8128587768,-0.0853453192,0.4879140740
2026-01-24,SOLUSDT,0.5081234967,-0.0782756206,0.4818302094
2026-01-24,XRPUSDT,0.3413380564,-0.0965585721,0.6675578659
2026-01-25,ADAUSDT,1.9435402997,-0.2292771040,0.7517538734
2026-01-25,BNBUSDT,0.2552469887,-0.1192742314,0.2998163326
2026-01-25,BTCUSDT,-0.7541758606,-0.1178119692,0.3023869995
2026-01-25,DOGEUSDT,-0.8762446022,-0.1688410704,0.7422048590
2026-01-25,ETHUSDT,-0.8779341775,-0.1695042878,0.4849352189
2026-01-25,SOLUSDT,0.1213931541,-0.1718972289,0.4756407929
2026-01-25,XRPUSDT,0.1881741979,-0.1512253682,0.6655331629
2026-01-26,ADAUSDT,0.9410067220,-0.1683888221,0.8271580310
2026-01-26,BNBUSDT,1.5629230165,-0.1227452157,0.3132338654
2026-01-26,BTCUSDT,-0.0891124509,-0.1123198547,0.3193525602
2026-01-26,DOGEUSDT,-0.4702659408,-0.1257159010,0.7597424540
2026-01-26,ETHUSDT,-1.2665666408,-0.1950240363,0.5123923980
2026-01-26,SOLUSDT,-0.8906553948,-0.1498454419,0.5354644234
2026-01-26,XRPUSDT,0.2126706888,-0.1319460699,0.6960525783
2026-01-27,ADAUSDT,-0.9070380901,-0.1472598188,0.8067988031
2026-01-27,BNBUSDT,1.8207059354,-0.1198470232,0.3149038301
2026-01-27,BTCUSDT,0.0469528454,-0.1085475682,0.3253487650
2026-01-27,DOGEUSDT,-0.8376854548,-0.1179933958,0.7615939960
2026-01-27,ETHUSDT,-0.5673294362,-0.1990267577,0.5310245263
2026-01-27,SOLUSDT,-0.3851679125,-0.1593921605,0.5550272665
2026-01-27,XRPUSDT,0.8295621128,-0.1488316185,0.7050140102
2026-01-28,ADAUSDT,-0.2028109093,-0.1896115197,0.8153551294
2026-01-28,BNBUSDT,1.8457921198,-0.1613474436,0.3187658139
2026-01-28,BTCUSDT,-1.0903466259,-0.1515970208,0.3271777488
2026-01-28,DOGEUSDT,-0.1868160975,-0.1639377127,0.7699849104
2026-01-28,ETHUSDT,-0.1567700497,-0.2627809532,0.5426074719
2026-01-28,SOLUSDT,-0.9050664392,-0.2324916410,0.5612713054
2026-01-28,XRPUSDT,0.6960180018,-0.1779531939,0.7052204913
2026-01-29,ADAUSDT,1.0603398037,-0.1921468237,0.8025016547
2026-01-29,BNBUSDT,1.5331070442,-0.2283267567,0.3169190928
2026-01-29,BTCUSDT,-0.6975578548,-0.1810629811,0.3256957940
2026-01-29,DOGEUSDT,-0.7352679695,-0.1706519174,0.7701198028
2026-01-29,ETHUSDT,-0.5234594770,-0.2883714974,0.5423698352
2026-01-29,SOLUSDT,-1.0330942797,-0.2656894872,0.5606298992
2026-01-29,XRPUSDT,0.3959327331,-0.2113583916,0.7044206187
2026-01-30,ADAUSDT,0.8242271188,-0.2655670677,0.8406809058
2026-01-30,BNBUSDT,1.8119695659,-0.3004108675,0.3455422129
2026-01-30,BTCUSDT,-0.4293648551,-0.2582074262,0.3716489959
2026-01-30,DOGEUSDT,-0.5002273583,-0.2469534418,0.8021470764
2026-01-30,ETHUSDT,-0.7319350273,-0.3538640029,0.5871341157
2026-01-30,SOLUSDT,-1.0314464814,-0.3348968485,0.5986205571
2026-01-30,XRPUSDT,0.0567770374,-0.3318272890,0.7324883822
